Date,GSP,Temp,Wind_Speed,Precip_Amount,Chill,Solar_Rad,Humidity,Cloud_Cover,,Demand
22/05/2016,_F,11.24166354,2.375,0.000833333,11.3765591,715.8333333,77.09375,4.272916536,,413.3339
23/05/2016,_F,9.988539219,2.833333333,0.149999949,21.99999412,890.4166667,82.875,4.731249928,,372.6378
24/05/2016,_F,8.333331267,3.15625,0,26.51457771,881.6666667,81.02083333,5.46666642,,398.9544
25/05/2016,_F,8.019789378,3.75,0.383749833,36.2734286,307.0833333,83.52083333,7.791666667,,457.7242
26/05/2016,_F,9.285413742,4.260416667,0.430833233,37.14270012,258.75,98.82291667,7.9375,,465.9203
27/05/2016,_F,10.01562198,2.041666667,0,15.28853718,340.4166667,89.41666667,6.989583333,,444.918
28/05/2016,_F,10.40833108,2.3125,0,15.13072522,654.5833333,85.89583333,6.260416587,,420.9922
29/05/2016,_F,9.489580552,2.135416667,0,16.94791269,497.5,91.83333333,6.875,,432.2131
30/05/2016,_F,10.55312252,2.3125,0,15.7276001,502.5,90.28125,6.572916627,,427.5088
31/05/2016,_F,9.794788837,3.427083333,0,27.7963473,446.25,90.58333333,7.610416571,,448.9215
01/06/2016,_F,9.34270517,3.53125,0.014999995,30.19374243,415.4166667,93.55208333,7.375,,463.9565
02/06/2016,_F,8.7135396,3.208333333,0,28.04165999,670.8333333,80.83333333,7.0625,,453.1625
03/06/2016,_F,10.35312259,2.28125,0,15.81926715,647.0833333,88.15625,6.554166595,,424.6999
04/06/2016,_F,12.24791336,2.53125,0,12.60468427,787.5,90.48958333,6.5,,406.5082
05/06/2016,_F,11.13228965,2.5,0,14.18333062,1108.75,81.05208333,5.29374977,,381.3564
06/06/2016,_F,12.74999634,2.322916667,0,7.207810471,1159.583333,81.04166667,4.039582769,,331.5832
07/06/2016,_F,15.43749531,1.447916667,0,3.384374066,1067.5,83.84375,2.899999738,,294.7842
08/06/2016,_F,12.51353884,2.791666667,0,14.21301802,796.25,86.33333333,5.254166603,,320.3929
09/06/2016,_F,13.23437103,2.4375,0,9.378643026,1033.75,78.80208333,5.856249968,,312.2541
10/06/2016,_F,11.45728874,2.354166667,0.001770833,14.75468445,290,93.08333333,7.666666667,,359.2753
11/06/2016,_F,10.77187141,2.375,0.118229137,16.89478699,282.5,97.73958333,7.985416571,,383.3025
12/06/2016,_F,11.87916374,2.072916667,0.39718741,12.5296851,246.25,98.875,7.96666646,,392.9373
13/06/2016,_F,11.65937217,2.8125,0.399583215,17.84218327,157.9166667,100,7.831249952,,385.2317
14/06/2016,_F,12.82812214,2.5,0.0003125,13.617705,680.8333333,87.28125,6.833333333,,360.1922
15/06/2016,_F,12.0427049,3,0.000833333,17.20468235,395,94.625,7.541666667,,367.1908
16/06/2016,_F,11.1291639,2.354166667,0.000833333,16.08905903,208.3333333,94.07291667,7.895833333,,379.0091
17/06/2016,_F,10.35520506,2.96875,0.071145809,22.18905703,404.1666667,91.05208333,7.458333333,,400.4066
18/06/2016,_F,10.4614555,2.552083333,0.000833333,18.82916228,701.25,78.08333333,6.8125,,395.1482
19/06/2016,_F,13.11249566,1.791666667,0.175833296,5.333331918,621.25,85.9375,6.714583317,,349.9979
20/06/2016,_F,15.12187084,4.083333333,0.018749993,10.30103924,794.1666667,82.23958333,6.125,,330.8054
21/06/2016,_F,14.26874558,1.895833333,0,4.109373793,760.8333333,76.44791667,6.647916635,,319.5086
22/06/2016,_F,15.48436991,2.197916667,0,4.621873637,920,72.95833333,5.062499921,,312.5427
23/06/2016,_F,14.89270393,1.947916667,0,4.78854025,1093.75,75.375,3.639582952,,286.3088
24/06/2016,_F,13.03957987,1.541666667,0.409583299,5.777081807,733.3333333,87.60416667,5.40624996,,328.3742
25/06/2016,_F,12.01978874,2.114583333,0.368749844,11.06926839,689.1666667,93.20833333,5.818749905,,330.9392
26/06/2016,_F,13.56562074,3.104166667,0.125833311,11.32916385,645,89.16666667,5.729166667,,329.3715
27/06/2016,_F,12.89583063,5.333333333,0.000833333,26.21822421,924.1666667,80.28125,5.439583262,,320.7399
28/06/2016,_F,11.4041636,1.71875,0.367604051,11.04999741,489.1666667,86.53125,5.231249889,,327.2247
29/06/2016,_F,10.77187236,2.28125,0.542812318,15.99843371,397.5,94.86458333,6.497916619,,355.9688
30/06/2016,_F,11.93645525,3.083333333,0.256249918,18.01093332,563.3333333,82.40625,5.291666667,,344.2046
01/07/2016,_F,11.35208042,3.520833333,0.367499869,23.39166149,826.6666667,86.71875,6.041666667,,346.3947
02/07/2016,_F,10.35728939,4.541666667,0.235416601,30.20676549,780.8333333,89.63541667,4.572916667,,347.1369
03/07/2016,_F,12.04999733,5.177083333,0.000416667,29.7458264,863.3333333,78.17708333,4.933333158,,345.7763
04/07/2016,_F,12.86353827,1.34375,0.416770702,6.228644108,539.1666667,86.70833333,7.270833333,,328.7909
05/07/2016,_F,12.9604133,3.427083333,0.082291643,15.80572534,739.1666667,81.5625,6.139583309,,329.4249
06/07/2016,_F,12.36770511,2.854166667,0.014166663,15.53749645,686.25,83.51041667,5.835416317,,331.4018
07/07/2016,_F,15.50312106,3.15625,0.021770826,7.1281238,577.5,81.64583333,5.291666667,,316.4548
08/07/2016,_F,14.98228709,3.947916667,0.084583301,8.451561213,753.75,82.58333333,5.916666547,,320.8279
09/07/2016,_F,15.81562058,2.3125,0.060416649,3.810936789,364.1666667,88.67708333,7.110416492,,316.0361
10/07/2016,_F,16.19895363,3,0.000520833,4.866144677,570.8333333,79.89583333,5.647916635,,331.6729
11/07/2016,_F,14.70624653,4.125,0.062812482,12.28801847,646.25,88.70833333,6.625,,316.8467
12/07/2016,_F,12.22603877,3.489583333,0.000416667,19.92916234,670.8333333,79.08333333,6.54583327,,336.0428
13/07/2016,_F,11.93020582,3.34375,0.034999988,19.13853769,683.3333333,82.38541667,6.770833333,,346.2303
14/07/2016,_F,12.84895515,2.3125,0,12.10155873,710.4166667,80.98958333,5.095833063,,325.192
15/07/2016,_F,15.19895442,2.479166667,0.049166654,6.206249495,502.5,87.22916667,6.90416654,,326.3685
16/07/2016,_F,15.2958293,4.958333333,0.058645822,12.33905947,1084.166667,76.8125,4.689583222,,305.1331
17/07/2016,_F,14.84999514,4.604166667,0.00125,12.83801786,678.75,78.75,5.824999928,,329.1218
18/07/2016,_F,18.63957818,3.270833333,0,2.248957743,777.5,81.4375,5.35833327,,291.475
19/07/2016,_F,21.58124431,2.09375,0,1.084374626,1085,73.8125,2.735416492,,257.9145
20/07/2016,_F,19.64791044,2.510416667,0.084999987,0.488541563,514.5833333,83.0625,5.318749905,,298.8927
21/07/2016,_F,16.17812093,2.59375,0,5.976041138,702.5,82.14583333,5.141666611,,297.891
22/07/2016,_F,17.9208285,1.989583333,0.001145833,1.059895515,752.0833333,80.20833333,5.416666667,,291.3804
23/07/2016,_F,16.63332907,1.666666667,0,2.56406187,640.4166667,80.70833333,6.583333333,,262.5261
24/07/2016,_F,16.98124456,1.208333333,0.160416644,0.785937295,442.9166667,84.03125,6.458333333,,281.2438
25/07/2016,_F,14.5427049,3.802083333,0,11.93749742,768.3333333,82.58333333,4.158333302,,284.6557
26/07/2016,_F,14.53645404,2.010416667,0.026249989,5.443228021,501.25,83.85416667,6.385416587,,285.7382
27/07/2016,_F,14.97187122,3.572916667,0.491666539,8.714060505,890.8333333,81.91666667,5.422916492,,285.9568
28/07/2016,_F,12.63124665,1.979166667,0.211666611,9.803122203,299.1666667,93.36458333,5.995833158,,295.6913
29/07/2016,_F,14.78332996,2.114583333,0.105833299,5.651039926,447.5,90.45833333,7.331249793,,290.5163
30/07/2016,_F,13.5718716,3.5625,0.000416667,13.93645569,804.1666667,83.69791667,4.633333286,,248.3638
31/07/2016,_F,12.60832977,4.364583333,0.002083333,21.81249499,764.5833333,82.09375,4.599999905,,279.4284
01/08/2016,_F,13.96353753,2.489583333,0.000416667,9.836455468,717.0833333,77.65625,4.883333325,,276.0621
02/08/2016,_F,13.71562131,2.03125,0.009999997,5.402602752,347.5,91.91666667,6.560416381,,285.6252
03/08/2016,_F,15.74791288,2.416666667,0.211354109,4.470311741,784.5833333,89.60416667,6.058333238,,281.0914
04/08/2016,_F,15.36457952,4.604166667,0.167499979,10.98489378,643.3333333,87.98958333,6.1875,,280.8007
05/08/2016,_F,14.60103782,2.364583333,0.010312497,4.844269554,692.9166667,80,5.666666667,,278.3413
06/08/2016,_F,15.70832841,2.927083333,0,8.545831492,900.4166667,77.05208333,4.145833055,,254.9086
07/08/2016,_F,16.21666177,5.364583333,0.009166663,10.67135209,748.3333333,75.89583333,6.843749921,,283.7024
08/08/2016,_F,13.77707974,7.4375,0.000729167,31.15520167,857.5,69.61458333,4.431249897,,276.1387
09/08/2016,_F,10.85208035,3.197916667,0.126666615,21.68697381,547.9166667,84.29166667,5.706249555,,279.515
10/08/2016,_F,11.19791412,2.729166667,0.089479146,15.82655851,630.8333333,85.20833333,5.729166269,,279.5412
11/08/2016,_F,14.76145379,6.0625,0.17041663,17.94374712,329.5833333,93.375,7.502082586,,288.5474
12/08/2016,_F,15.96874491,5.604166667,0.020833327,11.37603863,647.0833333,83.4375,6.939582825,,284.4907
13/08/2016,_F,15.00416327,4.760416667,0.065833315,13.18489297,646.6666667,85.17708333,5.504166444,,265.4212
14/08/2016,_F,13.76874653,2.364583333,0.000833333,9.898956378,446.6666667,83.88541667,7.395833333,,286.7591
15/08/2016,_F,15.01666307,1.8125,0,2.203124538,823.75,76.54166667,4.877083023,,268.4147
16/08/2016,_F,15.27812052,2.5625,0,5.869269242,911.25,75.39583333,4.237499317,,264.7573
17/08/2016,_F,14.71249612,2.5625,0,7.671873147,655,80.33333333,4.370832761,,271.1592
18/08/2016,_F,15.82707882,2.760416667,0,5.358331899,723.75,82.80208333,5.633333325,,270.0796
19/08/2016,_F,14.36978833,3.229166667,0.133749961,11.24114235,226.25,90.61458333,7.181249936,,292.2025
20/08/2016,_F,14.28853846,3.302083333,0.25124992,11.50624736,345.8333333,92.63541667,5.222916603,,286.295
21/08/2016,_F,15.17916218,4.75,0.001979166,12.78645662,663.3333333,85.41666667,6.387499968,,295.6085
22/08/2016,_F,16.88853598,2.760416667,0.01791666,0.834374718,455.4166667,85.23958333,5.164583087,,284.5558
23/08/2016,_F,16.01145363,1.833333333,0.008749997,4.342707157,540,86.94791667,5.791666627,,282.1588
24/08/2016,_F,16.79791244,2.916666667,0.000416667,4.576040308,804.5833333,80.54166667,5.427082896,,279.9004
25/08/2016,_F,13.85520522,1.802083333,0.129166643,7.554685553,135.8333333,99.11458333,7.820833286,,303.0727
26/08/2016,_F,15.17603715,2.1875,0.075416651,3.795832554,828.75,79.72916667,4.591666381,,286.6118
27/08/2016,_F,14.38957914,2.333333333,0.0009375,4.258332048,710,80.60416667,4.370833238,,285.194
28/08/2016,_F,13.63228814,2.395833333,0.951562207,10.78228897,274.5833333,95.5,6.841666619,,310.4022
29/08/2016,_F,14.22395468,3.40625,0,8.698956947,777.9166667,81.96875,4.647916595,,287.7994
30/08/2016,_F,16.81561963,2.4375,0,2.94739535,722.0833333,79.36458333,4.379166524,,296.2407
31/08/2016,_F,15.95103645,3.916666667,0.00833333,6.905727804,530,76.78125,5.454166651,,303.1085
01/09/2016,_F,13.80937131,2.729166667,0.000416667,10.2567687,513.3333333,77.41666667,5.379166603,,308.7947
02/09/2016,_F,14.91249593,3.239583333,0.052395815,8.370831668,442.5,80.79166667,5.375,,326.3647
03/09/2016,_F,12.51978922,1.802083333,0.423749907,8.847914855,191.6666667,92.96875,6.387499968,,320.6457
04/09/2016,_F,13.97187153,1.90625,0.327499934,7.572914536,408.75,89.03125,5.691666603,,349.5942
05/09/2016,_F,15.52082952,1.614583333,0.000833333,3.889061371,457.0833333,87.625,6.687499921,,334.1955
06/09/2016,_F,18.95103677,2.291666667,0,0.643229038,480.8333333,84.79166667,5.452083071,,306.6551
07/09/2016,_F,18.97291025,1.53125,0.000416667,0.440104057,499.1666667,78.03125,6.145833333,,289.3623
08/09/2016,_F,16.41666047,3.21875,0.166770789,4.650519272,481.6666667,84.36458333,4.92083327,,329.9578
09/09/2016,_F,16.16874472,3.458333333,0.001145833,5.428123854,388.75,79.30208333,5.766666651,,338.3986
10/09/2016,_F,13.20520544,2.15625,0.031666662,9.600518823,411.6666667,78.25,5.431249976,,337.9996
11/09/2016,_F,13.18437084,2.46875,0,8.876039294,568.3333333,72.53125,4.199999611,,336.7737
12/09/2016,_F,16.7906208,3.364583333,0,7.361977418,514.5833333,77.1875,6.335416635,,322.8881
13/09/2016,_F,19.61561775,2.552083333,0.196249935,0.998958064,575.8333333,82.29166667,4.958333135,,279.4717
14/09/2016,_F,14.53541279,2.4375,0.037499994,7.865622481,155.8333333,97.54166667,7.610416651,,332.9905
15/09/2016,_F,16.47499577,1.052083333,0.016666661,1.333853851,455.8333333,93.32291667,5.618749658,,329.0402
16/09/2016,_F,13.79270506,3.239583333,0.351249909,12.80728892,229.5833333,88.42708333,4.570833325,,362.1933
17/09/2016,_F,12.0760378,1.96875,0,11.22603905,550.4166667,83.0625,4.689582785,,330.5219
18/09/2016,_F,12.41562144,1.479166667,0.008854163,6.048956494,618.3333333,86.92708333,4.802083015,,345.6179
19/09/2016,_F,12.96666336,2.145833333,0.009374997,10.18541384,346.25,88.38541667,6.4375,,354.5324
20/09/2016,_F,12.32082939,1.427083333,0,6.557810565,450,84.42708333,6.408333262,,354.3586
21/09/2016,_F,13.36562188,2.34375,0.0009375,9.268747568,284.5833333,88.28125,6.668749968,,370.9108
22/09/2016,_F,12.88853884,2.697916667,0.03499999,12.58385221,564.1666667,79.29166667,4.462499897,,369.1641
23/09/2016,_F,12.21353849,2.083333333,0.009479163,10.17968448,497.0833333,78.96875,3.408333182,,368.8571
24/09/2016,_F,15.13332828,3.71875,0,8.785935412,367.0833333,76.34375,6.356249968,,348.1042
25/09/2016,_F,13.16353782,2.71875,0.193749928,11.40468427,506.25,81.10416667,5.331249873,,380.1756
26/09/2016,_F,10.20728938,1.791666667,0.201249935,13.1156222,277.0833333,91.20833333,5.660416444,,395.6549
27/09/2016,_F,13.43957869,3.53125,0.000416667,12.41093395,264.5833333,84.07291667,4.927083333,,387.8617
28/09/2016,_F,15.48020315,4,0.036666655,11.49114358,261.6666667,81.30208333,5.660416563,,379.7909
29/09/2016,_F,12.43541336,6.8125,0.1242708,37.31613429,540.8333333,78.03125,3.529166301,,390.2186
30/09/2016,_F,9.887497425,3.083333333,0.018333327,22.81457845,383.3333333,84.11458333,3.693749944,,412.4698
